epoch,categorical_accuracy,loss,lr,val_1-shot_5-way_acc,val_loss
1,0.4833333333333334,1.300593841159603,0.001,0.54,1.5932111055698817
2,0.6749999999999999,1.131093358898661,0.001,0.5,1.5094889538959981
3,0.7083333333333334,1.1003001781960542,0.001,0.5,1.487226295898414
4,0.575,1.161540223808908,0.001,0.62,1.453077723756241
5,0.6666666666666667,1.1602204993087242,0.001,0.48,1.4712161421148027
6,0.725,1.07427564243483,0.001,0.54,1.4592751233327885
7,0.7666666666666667,1.0698582356746047,0.001,0.54,1.358251444524619
8,0.7083333333333333,1.092026330335952,0.001,0.68,1.3273817223207194
9,0.6416666666666667,1.1473282037664234,0.001,0.56,1.3403938326533174
10,0.5666666666666667,1.1875294566479186,0.001,0.64,1.315763571580881
11,0.7166666666666666,1.101964541145022,0.001,0.52,1.417874590906975
12,0.8416666666666668,0.9996987226654295,0.001,0.64,1.3530919107731498
13,0.8416666666666666,1.0551462753951015,0.001,0.8,1.2810951557123322
14,0.7583333333333333,1.0557506236566825,0.001,0.68,1.263077445623817
15,0.7416666666666666,1.0607237083683931,0.001,0.62,1.3827598010108235
16,0.7583333333333334,1.0535726106903636,0.001,0.66,1.3484814875532445
17,0.7416666666666667,1.034788440237264,0.001,0.64,1.377561419688052
18,0.7416666666666667,1.07166949144723,0.001,0.62,1.2748172859465545
19,0.7416666666666667,1.0813126358355019,0.001,0.6,1.3186085524426827
20,0.7666666666666667,1.0446905314088117,0.001,0.64,1.3558629728800253
21,0.7916666666666667,1.0357975230336014,0.001,0.58,1.3451896265929826
22,0.6916666666666667,1.0890187088423073,0.001,0.56,1.3744506977200837
23,0.7916666666666666,1.0501112374689765,0.001,0.54,1.3620905147356028
24,0.7333333333333333,1.0575989402782133,0.001,0.6,1.338338093859997
25,0.7416666666666667,1.060674471897133,0.001,0.62,1.3080208153206774
26,0.6916666666666667,1.084351725257278,0.001,0.58,1.368403613221229
27,0.6333333333333333,1.0790425941162185,0.001,0.54,1.3254505621955843
28,0.7416666666666667,1.051584933506378,0.001,0.6,1.3582372582370714
29,0.6333333333333334,1.0638844213877843,0.001,0.6,1.3791718008392857
30,0.7,1.0297531438210268,0.0005,0.64,1.3015510480691241
31,0.8416666666666668,0.9969494190242756,0.0005,0.54,1.3829358174146764
32,0.75,1.0125547357699511,0.0005,0.58,1.3830326497831842
33,0.7416666666666667,1.0535880784870586,0.0005,0.62,1.2720517766265138
34,0.6583333333333334,1.0839080056279669,0.0005,0.62,1.3407641182547188
35,0.7083333333333334,1.072748039829113,0.0005,0.62,1.3547483486613061
36,0.8,1.013735061600268,0.0005,0.58,1.3435472842992018
37,0.875,0.9710249000285621,0.0005,0.48,1.4167188894245992
38,0.7583333333333334,1.0128754036724552,0.0005,0.62,1.2748382085920593
39,0.825,0.9851832786640721,0.0005,0.6,1.3430588871588818
40,0.725,1.0329398899836315,0.0005,0.56,1.378254935918664
41,0.6333333333333334,1.083317702382331,0.0005,0.56,1.3534357911830674
42,0.8083333333333332,1.0246109220419666,0.0005,0.68,1.3027866521076845
43,0.7583333333333332,1.018701290596592,0.0005,0.7,1.255484722463373
44,0.775,1.0343577343653352,0.0005,0.62,1.2654751209758002
45,0.7333333333333333,1.0382467173907788,0.0005,0.58,1.2644268392107199
46,0.6583333333333334,1.073457347642899,0.0005,0.58,1.3759170336278532
47,0.75,1.0124078200362496,0.0005,0.6,1.3436076360518894
48,0.7749999999999999,1.0001273138312186,0.0005,0.62,1.3108173558298466
49,0.7666666666666666,1.0438101216552895,0.0005,0.56,1.3109332148054897
50,0.7833333333333333,0.9795642614627958,0.0005,0.66,1.3779452023710812
